gender,cgpa,attendance,internship,projects,communication,aptitude_score,coding_score,backlogs,extracurricular,placed
Male,9.55,66.66,No,2,High,86,75,3,Yes,0
Male,8.92,72.76,Yes,5,Medium,72,42,0,Yes,1
Male,6.28,77.29,Yes,5,Low,82,91,0,Yes,1
Female,8.56,88.56,Yes,1,High,55,83,1,No,1
Male,7.16,60.52,No,1,High,81,99,3,No,0
Female,7.23,72.63,Yes,1,Medium,78,97,3,Yes,0
Male,8.87,91.19,Yes,4,Low,70,70,1,Yes,1
Female,9.64,86.83,Yes,1,High,79,53,2,Yes,1
Male,6.04,89.27,No,2,High,62,45,0,Yes,0
Female,7.31,92.47,Yes,3,Low,91,58,0,Yes,0
Male,7.57,91.33,Yes,2,Low,55,44,2,Yes,0
Male,7.12,87.29,No,4,High,95,94,3,Yes,0
Male,7.06,77.59,Yes,1,Low,49,88,2,Yes,0
Female,5.72,99.34,No,5,Low,75,90,3,Yes,0
Male,8.45,82.76,No,3,Medium,70,98,2,Yes,0
Female,7.38,68.11,No,4,Low,83,93,2,No,0
Female,6.34,71.71,Yes,2,Low,71,65,3,Yes,0
Male,9.01,87.74,Yes,1,Medium,60,89,0,Yes,1
Male,8.95,96.99,Yes,4,Low,55,95,2,Yes,1
Male,7.59,67.15,No,4,High,95,94,3,No,1
Female,6.78,63.29,No,5,Medium,68,83,0,Yes,0
Male,8.24,95.26,Yes,5,Low,89,57,0,No,1
Female,6.74,96.61,No,5,Medium,87,76,0,Yes,0
Female,6.51,71.06,No,2,Low,84,84,3,No,0
Male,8.64,75.09,Yes,5,Low,55,75,3,Yes,0
Male,5.67,86.41,Yes,4,High,97,70,2,No,0
Male,5.91,73.2,Yes,4,Low,54,57,2,Yes,0
Male,5.53,95.09,Yes,4,Medium,47,91,2,Yes,0
Male,6.16,64.3,No,3,High,54,48,2,No,0
Male,5.8,61.52,No,3,Medium,60,65,3,Yes,0
Female,9.78,68.34,Yes,2,Medium,60,41,3,Yes,0
Female,6.74,71.44,Yes,5,High,46,97,1,Yes,1
Female,6.14,64.52,Yes,4,High,91,71,2,Yes,0
Male,6.54,62.63,No,5,High,58,81,3,Yes,0
Female,9.53,90.22,No,4,Medium,61,84,1,Yes,1
Female,7.74,66.57,Yes,3,High,85,45,2,Yes,1
Female,7.07,96.56,Yes,4,High,77,59,1,Yes,1
Female,9.26,74.72,Yes,2,Medium,52,47,2,Yes,0
Female,7.2,86.82,Yes,1,Medium,65,84,2,Yes,0
Male,6.94,69.02,No,4,Low,83,43,0,Yes,0
Male,6.39,69.61,Yes,2,Medium,61,64,3,Yes,0
Female,7.12,82.99,Yes,3,Low,46,70,1,Yes,0
Female,6.86,82.43,Yes,3,Low,91,97,2,No,0
Female,8.41,90.75,Yes,1,Low,74,58,3,No,0
Male,6.75,90.31,Yes,5,Medium,42,46,1,Yes,0
Male,7.98,86.83,Yes,5,Medium,74,86,0,No,1
Female,5.78,77.97,No,4,Medium,86,76,3,No,0
Male,6.32,95.63,Yes,3,Medium,55,69,1,Yes,0
Male,7.25,84.9,Yes,2,High,84,66,2,Yes,0
Female,9.53,99.61,Yes,1,Medium,55,56,0,Yes,1
Male,7.12,92.77,No,5,Medium,41,71,3,Yes,0
Male,8.36,61.77,Yes,4,Low,77,58,2,No,0
Female,6.6,72.82,No,4,High,56,64,0,No,0
Male,6.05,82.88,Yes,3,Medium,77,68,0,Yes,0
Male,5.75,88.86,Yes,2,High,63,64,1,Yes,1
Female,6.81,82.01,Yes,2,Low,61,92,2,Yes,0
Male,6.18,91.45,No,5,Medium,89,71,2,Yes,0
Male,6.25,71.31,Yes,4,Low,62,76,3,No,0
Female,8.77,67.36,Yes,3,Low,83,50,3,Yes,0
Female,5.57,62.16,Yes,2,Medium,58,43,3,No,0
Female,7.9,82.93,Yes,4,High,96,85,3,Yes,1
Male,7.13,87.54,Yes,2,Medium,83,70,0,Yes,0
Female,7.68,73.05,Yes,1,Medium,98,75,3,Yes,0
Male,7.92,84.54,Yes,2,High,95,43,2,Yes,1
Female,6.85,62.09,Yes,2,Low,61,41,0,No,0
Male,6.77,63.97,Yes,4,Medium,56,78,3,Yes,0
Female,8.65,88.07,Yes,2,Medium,41,90,3,No,1
Female,9.25,74.72,Yes,2,Medium,53,72,1,No,1
Female,6.33,86.85,Yes,1,Medium,67,83,0,No,1
Female,5.92,93.27,Yes,2,Low,52,66,2,No,0
Male,9.36,94.1,Yes,2,Medium,95,65,3,No,0
Female,7.0,66.89,Yes,4,High,77,58,0,Yes,1
Female,7.87,79.45,No,3,High,56,96,2,Yes,1
Male,7.05,89.36,Yes,1,Medium,48,83,3,Yes,0
Female,6.04,90.96,No,2,Medium,79,80,3,Yes,0
Male,8.03,91.39,Yes,3,Low,53,97,1,Yes,1
Female,7.76,69.13,Yes,4,Medium,41,78,1,No,1
Female,6.37,67.7,Yes,1,High,81,72,0,Yes,1
Female,7.44,83.6,Yes,4,Medium,99,77,1,Yes,1
Male,8.93,89.64,Yes,3,High,60,49,1,Yes,1
Female,8.04,72.77,Yes,1,Medium,74,40,0,Yes,1
Female,5.92,64.19,No,2,Medium,69,89,3,Yes,0
Female,7.86,88.67,Yes,3,Low,56,74,2,Yes,0
Male,8.52,71.99,No,4,High,78,50,0,Yes,1
Male,8.91,66.65,Yes,1,High,64,98,0,Yes,1
Female,8.21,65.91,No,3,Medium,83,53,2,Yes,0
Male,6.16,72.6,Yes,3,Low,98,45,1,Yes,0
Female,8.55,83.71,No,4,High,78,82,0,Yes,1
Female,8.41,74.34,Yes,4,Low,74,78,3,Yes,1
Female,5.61,60.83,Yes,2,Medium,45,79,0,Yes,1
Female,7.27,63.88,Yes,2,Low,42,64,2,Yes,0
Female,6.93,71.62,No,3,Low,75,62,3,Yes,0
Female,8.38,86.39,No,4,Low,87,93,0,Yes,1
Female,6.43,63.94,Yes,3,Medium,86,44,3,Yes,0
Male,8.04,82.43,No,5,Medium,40,65,2,Yes,0
Male,9.43,64.8,Yes,4,Medium,73,57,0,Yes,1
Male,8.93,68.46,Yes,5,Medium,40,71,0,Yes,1
Male,9.46,66.89,Yes,5,Medium,65,86,2,Yes,1
Male,9.71,62.69,No,4,High,57,95,3,Yes,1
Male,5.55,86.85,Yes,2,High,75,60,3,Yes,0
Male,8.18,78.54,Yes,3,Low,45,65,2,Yes,0
Female,7.28,93.24,Yes,1,Low,50,89,3,No,0
Female,9.2,63.96,Yes,1,Medium,83,74,3,Yes,0
Female,6.58,65.79,Yes,4,Low,79,49,0,Yes,0
Female,9.72,72.26,Yes,2,High,69,97,3,Yes,1
Male,8.14,90.63,Yes,2,Low,53,67,2,Yes,0
Male,8.91,72.23,Yes,2,Medium,49,70,3,No,0
Female,5.87,76.34,Yes,1,Low,96,54,0,Yes,0
Female,6.29,72.06,Yes,5,Medium,70,94,3,Yes,0
Male,8.76,63.21,No,1,Low,97,97,2,Yes,0
Female,5.59,97.58,Yes,2,High,94,79,1,Yes,1
Female,9.01,81.94,No,1,High,75,92,1,No,1
Female,5.56,91.51,Yes,1,Medium,54,97,1,Yes,1
Female,8.33,86.33,Yes,3,Low,69,47,1,Yes,1
Male,7.07,80.57,Yes,4,Medium,87,85,0,Yes,1
Female,8.13,63.59,No,5,Medium,53,49,3,Yes,0
Female,8.49,85.71,No,3,Low,86,84,0,Yes,1
Male,6.97,66.21,Yes,4,High,62,49,1,No,1
Male,5.96,76.58,Yes,2,Low,56,77,3,No,0
Female,5.8,85.16,No,3,Low,66,57,1,No,0
Male,8.03,91.29,Yes,4,Medium,83,87,1,Yes,1
Female,7.74,87.4,No,3,Low,52,67,2,Yes,0
Female,8.69,86.86,Yes,1,Medium,53,67,0,Yes,1
Male,7.69,65.96,No,1,Low,65,89,1,Yes,1
Female,7.32,73.85,Yes,3,High,82,95,1,No,1
Female,7.21,61.72,Yes,3,Medium,50,59,0,Yes,0
Female,5.61,88.78,No,5,Medium,77,63,1,Yes,0
Female,6.94,98.1,Yes,2,Low,40,96,1,Yes,1
Male,9.7,70.56,Yes,1,Low,63,45,3,Yes,0
Male,9.26,63.51,Yes,3,Medium,59,80,0,Yes,1
Female,6.92,79.02,Yes,4,Low,47,87,0,Yes,1
Male,8.03,94.27,Yes,2,Medium,47,71,2,No,0
Female,9.14,82.08,No,4,Medium,69,45,3,Yes,0
Female,7.4,61.87,No,2,Low,57,50,0,No,0
Female,5.58,98.97,Yes,4,High,93,69,1,Yes,1
Female,5.82,93.15,No,1,High,52,42,0,Yes,0
Female,7.69,65.26,Yes,3,Medium,97,47,0,Yes,1
Male,9.67,96.87,Yes,3,High,85,72,1,Yes,1
Female,8.48,78.03,Yes,5,High,86,93,3,No,1
Male,5.8,74.88,No,3,Low,75,86,0,No,0
Male,6.31,78.44,No,1,Low,58,86,2,No,0
Female,8.82,93.38,Yes,2,Medium,52,58,0,Yes,1
Female,9.12,86.38,Yes,2,Medium,80,97,0,Yes,1
Female,8.16,62.37,Yes,3,Medium,87,49,1,Yes,1
Female,8.27,98.3,Yes,4,Medium,99,58,3,Yes,0
Female,5.62,65.91,Yes,3,Medium,65,48,2,Yes,0
Male,9.06,89.82,Yes,2,Medium,99,46,2,Yes,0
Female,8.89,85.45,No,5,Low,48,53,3,Yes,0
Female,6.61,67.5,No,2,High,73,41,0,Yes,0
Male,8.55,66.83,Yes,4,High,92,61,2,No,1
Male,6.42,94.81,Yes,4,High,70,99,1,Yes,1
Female,5.67,76.79,No,5,Low,97,84,0,Yes,0
Male,6.36,86.18,No,4,Low,81,59,2,Yes,0
Female,6.27,80.16,Yes,3,Medium,46,65,1,Yes,0
Male,6.95,89.09,Yes,3,High,48,98,3,Yes,1
Male,7.3,79.17,No,2,High,79,94,3,Yes,0
Female,7.69,71.5,No,1,Medium,65,43,3,Yes,0
Male,7.55,74.54,Yes,3,Low,91,78,3,No,1
Male,6.66,94.36,Yes,3,High,90,93,1,Yes,1
Male,5.63,78.72,Yes,5,High,72,79,1,No,1
Male,8.1,68.54,Yes,3,High,72,62,0,Yes,1
Male,7.2,97.38,No,2,Medium,96,55,3,Yes,0
Male,6.78,91.86,Yes,5,Medium,91,64,3,Yes,0
Female,9.23,62.23,No,3,Medium,79,91,3,No,0
Female,8.71,99.96,Yes,2,High,43,48,1,Yes,1
Male,9.19,87.8,Yes,5,Medium,67,92,3,Yes,1
Female,7.63,66.41,No,1,Low,93,50,1,No,0
Female,6.06,69.49,No,2,Medium,43,64,0,Yes,0
Female,8.49,87.7,No,3,High,86,70,3,Yes,0
Male,6.39,91.19,Yes,5,Medium,73,85,0,No,1
Female,7.4,69.56,Yes,1,Medium,88,66,1,Yes,0
Male,5.78,70.28,No,2,High,79,75,0,Yes,0
Female,9.05,72.28,No,1,Medium,87,90,2,No,0
Male,6.04,83.92,No,2,Low,45,86,0,No,0
Male,9.38,66.87,Yes,3,High,72,53,1,No,1
Female,9.22,64.17,Yes,2,Medium,44,62,0,Yes,1
Female,7.5,87.15,Yes,3,High,58,55,0,Yes,1
Male,8.7,91.16,No,2,High,57,59,1,Yes,1
Female,8.16,80.04,No,5,Medium,42,92,1,Yes,1
Female,8.95,74.55,Yes,2,High,73,42,3,No,1
Female,7.36,77.28,Yes,2,Medium,97,45,0,Yes,0
Male,8.88,75.54,Yes,4,Medium,41,68,3,Yes,0
Male,7.49,98.4,Yes,4,Low,40,43,2,Yes,0
Female,9.55,90.72,Yes,2,Low,74,40,2,Yes,0
Female,7.59,68.32,No,4,High,90,89,1,No,1
Female,7.49,75.37,Yes,3,High,43,47,3,Yes,0
Male,8.88,81.76,Yes,4,Medium,74,87,2,Yes,1
Male,9.03,84.52,Yes,2,Medium,47,59,0,No,1
Female,7.88,78.73,No,1,Medium,83,99,1,Yes,1
Female,6.27,92.41,Yes,1,High,68,55,0,Yes,1
Female,7.51,90.7,No,2,Low,75,86,3,Yes,0
Female,9.66,80.21,No,2,Low,53,70,3,No,0
Female,8.74,94.18,Yes,1,High,81,71,2,Yes,1
Female,8.99,90.04,Yes,5,High,88,97,3,No,1
Male,5.64,91.14,No,4,Low,69,73,2,Yes,0
Female,7.51,98.26,Yes,5,High,89,68,2,Yes,1
Male,8.28,70.66,Yes,3,Medium,46,51,1,Yes,1
Female,9.07,70.71,No,1,Low,52,43,2,Yes,0
Female,5.71,95.56,No,1,High,61,94,3,Yes,0
Male,9.17,90.89,Yes,5,High,96,82,3,No,1
Male,7.86,97.06,Yes,3,Low,84,73,1,Yes,1
Male,6.35,62.53,No,5,Medium,93,45,3,No,0
Male,6.86,85.11,Yes,3,High,41,88,1,Yes,1
Female,6.71,65.79,Yes,2,Low,47,99,1,No,1
Male,7.78,80.16,Yes,2,Medium,96,90,1,No,1
Female,5.72,66.23,Yes,1,Low,60,48,1,Yes,0
Male,6.18,65.12,No,2,Medium,93,44,1,No,0
Female,8.99,60.49,No,5,Low,59,85,2,No,0
Female,6.07,85.21,No,3,Medium,50,55,3,Yes,0
Female,6.5,74.36,No,1,Low,73,98,1,No,0
Female,7.45,64.21,Yes,2,Medium,83,95,0,No,1
Female,7.72,72.91,Yes,1,Low,44,40,0,Yes,1
Female,8.78,66.76,Yes,1,High,92,59,0,Yes,1
Male,7.42,97.67,Yes,3,Medium,87,74,3,No,0
Female,8.9,72.8,Yes,5,Low,69,49,3,Yes,0
Male,8.16,73.36,Yes,5,High,72,64,2,Yes,1
Male,5.99,93.59,Yes,4,High,51,86,1,Yes,1
Female,6.17,85.91,Yes,5,Medium,44,94,2,Yes,0
Male,7.38,88.41,Yes,2,Medium,40,67,2,Yes,0
Female,7.21,85.44,Yes,4,Low,74,74,1,Yes,0
Male,8.7,97.85,Yes,4,High,98,72,2,Yes,1
Female,8.0,68.28,Yes,4,Low,64,84,1,Yes,1
Male,7.17,99.56,Yes,4,Medium,43,54,1,Yes,0
Female,6.23,93.24,No,5,Medium,48,60,1,No,0
Female,6.48,83.56,No,4,High,93,81,0,Yes,1
Female,7.97,86.49,Yes,2,Medium,88,74,3,No,0
Female,7.32,85.95,No,2,Medium,83,98,1,Yes,0
Male,7.71,62.34,No,1,High,90,89,1,Yes,1
Female,6.23,68.72,Yes,2,Low,42,90,2,No,0
Male,8.35,98.46,Yes,1,Low,69,92,0,Yes,1
Male,9.17,81.37,No,2,Low,59,76,2,Yes,0
Male,6.61,75.13,No,4,Low,49,49,2,Yes,0
Female,7.61,90.48,Yes,3,Low,59,95,0,Yes,1
Male,9.69,80.98,No,4,Medium,79,55,2,No,0
Male,6.93,60.53,Yes,5,High,42,59,2,Yes,0
Male,8.06,89.45,Yes,1,High,50,89,1,Yes,1
Female,5.89,89.29,Yes,3,Medium,54,47,0,No,0
Female,8.11,66.61,Yes,2,Low,91,84,0,Yes,1
Male,5.89,98.27,Yes,4,High,67,70,0,Yes,1
Female,9.62,68.96,No,1,High,83,47,2,Yes,0
Female,8.58,78.31,Yes,1,Medium,74,97,3,Yes,1
Male,8.89,64.59,Yes,2,Low,46,52,2,No,0
Male,8.53,84.13,Yes,1,High,93,63,3,No,1
Female,8.04,75.02,Yes,2,Low,72,51,0,Yes,1
Male,7.43,74.13,No,2,Low,81,84,2,Yes,0
Female,9.19,93.08,Yes,4,High,88,98,3,Yes,1
Female,9.61,60.38,Yes,1,Medium,77,56,0,Yes,1
Female,7.65,91.92,Yes,5,Low,58,86,2,Yes,1
Female,9.51,82.86,Yes,5,Medium,96,99,0,Yes,1
Female,8.01,99.44,Yes,4,High,83,80,3,No,1
Female,7.82,83.58,Yes,4,High,68,91,0,Yes,1
Male,7.45,62.22,Yes,2,Low,99,75,3,No,0
Male,6.4,62.03,Yes,5,Low,41,95,2,Yes,0
Female,5.52,95.33,No,1,Medium,83,51,3,No,0
Female,6.54,93.65,Yes,5,High,58,95,0,Yes,1
Female,7.69,73.84,Yes,4,Low,48,93,0,Yes,1
Male,7.13,84.72,No,4,Medium,99,75,3,No,0
Female,7.43,79.58,No,2,Low,45,52,1,Yes,0
Male,9.72,98.69,Yes,1,Low,56,74,0,Yes,1
Female,7.01,98.0,No,4,High,41,44,0,Yes,0
Female,7.44,99.35,No,1,Low,78,52,1,Yes,0
Male,6.07,94.66,Yes,5,High,45,85,3,Yes,1
Male,5.71,96.38,Yes,2,Medium,53,47,0,Yes,0
Female,8.83,68.69,Yes,5,Low,88,94,0,Yes,1
Female,7.95,93.24,Yes,4,High,65,50,1,No,1
Female,8.77,88.35,Yes,4,Medium,57,47,2,Yes,0
Male,6.14,98.51,Yes,1,Medium,45,70,3,Yes,0
Male,7.96,82.85,No,4,High,51,51,0,Yes,1
Male,6.59,63.41,Yes,1,Medium,77,50,2,Yes,0
Male,6.48,83.9,Yes,3,Medium,61,56,0,Yes,0
Male,5.55,87.46,Yes,4,Low,53,66,0,No,0
Male,6.06,68.81,No,5,High,52,52,2,Yes,0
Female,6.83,75.76,No,5,Medium,48,75,1,Yes,0
Female,6.0,83.94,Yes,1,Low,89,52,3,Yes,0
Male,9.74,74.96,Yes,3,High,81,80,1,Yes,1
Female,6.83,75.0,Yes,4,Medium,71,61,0,No,0
Female,6.06,65.32,No,2,Medium,49,85,1,Yes,0
Male,6.36,97.63,Yes,2,Low,66,83,0,Yes,1
Female,8.03,90.02,Yes,5,High,53,97,0,Yes,1
Male,5.78,60.05,Yes,4,High,48,63,2,Yes,0
Male,9.21,90.62,No,2,Medium,48,69,2,Yes,0
Female,9.63,89.59,Yes,1,Medium,65,52,1,Yes,1
Male,6.56,60.39,No,4,Medium,96,47,2,Yes,0
Male,7.44,74.78,Yes,5,Low,71,44,0,Yes,0
Male,5.6,84.27,Yes,3,Medium,80,82,1,Yes,1
Male,8.26,78.11,Yes,1,Low,74,95,2,No,1
Male,7.28,91.12,No,1,High,65,91,1,Yes,1
Male,6.66,77.02,No,4,Low,80,45,3,Yes,0
Male,6.39,66.15,No,3,High,84,46,1,No,0
Male,8.31,99.06,No,1,Medium,81,93,3,Yes,0
Female,7.29,69.68,No,3,Low,96,61,0,Yes,0
Female,6.27,88.71,No,5,Medium,42,95,1,Yes,0
Female,8.46,65.73,Yes,1,High,69,69,0,No,1
Male,7.93,73.16,No,2,High,68,54,0,No,1
Male,9.19,77.68,No,5,Low,59,76,1,No,1
Female,6.01,67.69,Yes,5,Medium,43,95,2,No,0
Female,8.88,78.0,No,1,High,53,80,2,Yes,1
Female,8.4,66.29,Yes,2,High,84,99,1,No,1
Male,5.99,82.36,Yes,3,High,91,59,3,Yes,0
Female,8.49,86.55,Yes,2,Low,78,70,0,Yes,1
Female,7.4,62.5,Yes,5,High,60,90,3,Yes,1
Male,9.56,94.85,Yes,1,Medium,46,44,0,Yes,1
Female,6.11,67.41,No,2,Medium,45,84,1,Yes,0
Male,8.26,69.01,Yes,2,Low,94,97,1,Yes,1
Male,7.14,86.45,Yes,5,Low,79,97,2,Yes,0
Male,9.61,78.75,No,3,Medium,45,51,0,No,0
Female,6.92,79.98,Yes,2,Low,64,76,0,No,1
Female,9.64,65.13,Yes,2,Medium,43,69,3,Yes,0
Male,9.38,92.23,Yes,4,High,99,78,1,Yes,1
Female,6.66,84.68,Yes,5,High,76,42,0,Yes,1
Female,8.96,65.42,Yes,4,Low,96,52,1,Yes,1
Female,9.78,74.96,No,5,Low,64,50,0,No,0
Female,6.59,92.42,Yes,5,Medium,57,49,3,No,0
Male,7.38,82.73,Yes,4,Low,73,69,2,No,0
Female,7.74,64.35,No,3,Low,64,48,0,Yes,0
Male,6.77,74.91,No,3,Medium,61,69,1,No,0
Male,5.57,69.71,Yes,5,Medium,95,68,3,No,0
Female,6.45,80.7,Yes,4,High,85,77,1,No,1
Male,6.71,93.73,No,2,High,95,85,0,Yes,1
Female,7.41,77.45,No,5,High,95,81,2,No,0
Female,6.24,77.33,No,5,Low,53,96,3,Yes,0
Male,9.25,96.21,Yes,1,High,76,88,2,No,1
Male,8.53,83.05,Yes,3,Medium,50,73,2,Yes,0
Male,5.87,82.65,Yes,4,Medium,66,65,1,Yes,0
Male,8.3,70.48,No,2,High,65,41,1,No,1
Female,8.31,84.31,No,2,High,91,98,3,No,1
Female,9.61,83.04,Yes,5,Medium,74,95,2,Yes,1
Female,5.51,75.87,Yes,2,Low,55,75,0,Yes,0
Male,6.57,99.63,No,2,High,91,46,0,Yes,0
Male,9.49,95.28,Yes,5,High,79,91,0,Yes,1
Male,9.51,89.98,Yes,3,Low,59,75,0,Yes,1
Female,8.6,81.49,No,1,Low,54,79,1,Yes,1
Male,8.79,78.48,Yes,3,Low,53,53,2,Yes,0
Female,5.89,67.4,Yes,3,Low,85,66,2,Yes,0
Male,7.71,72.23,Yes,1,Medium,47,65,3,Yes,0
Female,6.5,90.96,Yes,5,Low,63,59,0,Yes,0
Female,6.28,78.15,Yes,3,High,72,74,2,No,0
Male,8.98,95.29,No,4,High,55,50,1,Yes,1
Male,6.08,65.92,Yes,4,Medium,66,65,3,Yes,0
Female,7.52,80.33,No,1,Medium,98,96,0,Yes,1
Female,9.54,85.88,Yes,4,Medium,67,74,3,Yes,0
Male,6.3,80.67,Yes,5,Low,83,44,2,No,0
Male,9.71,95.57,No,2,Low,53,55,1,Yes,0
Female,9.78,99.58,Yes,5,Medium,48,50,2,Yes,0
Male,7.89,64.63,Yes,1,High,85,72,3,No,1
Female,6.23,65.2,Yes,2,High,52,48,1,No,1
Female,6.86,65.21,Yes,4,High,90,61,2,Yes,0
Male,7.33,87.25,Yes,3,Medium,61,44,2,Yes,0
Male,6.83,74.91,No,4,High,69,59,1,Yes,0
Male,6.71,89.33,Yes,5,Medium,71,95,2,Yes,0
Male,9.68,76.22,No,5,Low,55,82,0,Yes,1
Male,6.16,85.1,Yes,1,Medium,90,73,2,No,0
Female,8.65,90.79,Yes,3,High,64,69,3,Yes,1
Female,5.5,81.93,Yes,3,Low,88,49,2,Yes,0
Male,8.06,81.58,Yes,2,Low,62,76,1,Yes,1
Male,9.44,63.53,Yes,2,Low,76,71,0,Yes,1
Male,6.74,76.43,No,5,Low,67,63,2,Yes,0
Female,6.3,81.83,Yes,1,Low,42,56,2,Yes,0
Male,8.3,78.48,Yes,5,Medium,99,83,3,Yes,1
Male,8.56,96.03,No,3,High,98,42,3,No,0
Female,8.46,96.26,Yes,3,High,62,78,2,Yes,1
Female,6.87,92.88,Yes,5,High,72,82,3,Yes,1
Male,6.58,75.01,Yes,3,Low,93,82,2,No,0
Male,9.61,88.69,Yes,2,Low,78,65,1,Yes,1
Male,9.47,75.81,Yes,3,Low,64,51,2,Yes,0
Female,7.47,69.3,Yes,2,High,64,76,1,Yes,1
Male,9.14,73.72,Yes,4,Low,78,81,0,Yes,1
Male,7.44,62.84,No,1,Medium,60,96,1,Yes,0
Male,7.32,73.27,No,1,Low,94,51,0,Yes,0
Female,6.17,78.43,No,3,Low,98,85,0,No,0
Female,7.33,98.22,Yes,1,Low,70,72,0,Yes,0
Male,7.81,72.54,Yes,4,High,88,66,3,No,1
Male,5.6,96.1,Yes,3,Low,69,53,2,No,0
Female,7.41,69.15,Yes,2,Low,78,46,1,No,0
Female,8.86,67.64,Yes,4,Medium,84,81,0,Yes,1
Female,8.42,80.76,Yes,4,Medium,99,83,1,Yes,1
Female,8.23,86.9,Yes,1,Medium,84,77,0,No,1
Female,9.41,61.77,No,2,High,81,87,3,No,1
Female,5.58,68.84,Yes,5,Medium,91,81,0,Yes,1
Female,7.9,78.23,No,4,Low,73,91,0,Yes,1
Female,8.89,73.24,No,1,Medium,77,98,2,Yes,0
Female,7.83,88.5,Yes,4,Medium,46,83,1,Yes,1
Male,6.89,80.45,Yes,2,High,66,66,2,Yes,0
Male,6.09,66.41,Yes,2,High,52,49,3,No,0
Male,9.32,95.78,No,3,High,68,81,1,Yes,1
Female,7.52,71.72,Yes,5,Medium,62,93,3,Yes,1
Male,9.28,89.25,Yes,5,Low,47,97,0,Yes,1
Female,8.02,91.2,Yes,1,High,60,82,3,Yes,1
Female,8.4,98.53,Yes,5,Medium,52,80,1,Yes,1
Male,8.96,79.94,No,2,High,65,48,1,Yes,1
Female,8.33,84.63,Yes,5,High,82,83,1,No,1
Male,7.21,73.4,Yes,1,Medium,49,73,2,Yes,0
Male,7.71,87.13,Yes,4,Medium,68,85,0,No,1
Male,8.95,78.54,No,5,Medium,66,80,1,Yes,1
Female,7.11,77.51,Yes,5,Low,95,68,3,Yes,0
Male,7.17,94.22,No,2,Medium,43,57,3,Yes,0
Female,5.91,62.01,No,2,Medium,81,93,3,No,0
Male,9.43,95.28,No,4,Low,70,68,1,No,0
Male,5.89,94.08,Yes,3,Medium,56,94,1,No,1
Male,8.29,80.25,Yes,5,Medium,99,69,3,Yes,0
Female,7.28,79.61,Yes,2,High,47,96,3,Yes,1
Female,7.24,74.47,Yes,3,High,91,98,0,Yes,1
Female,8.42,99.77,Yes,5,Low,76,52,1,No,1
Male,5.79,64.45,Yes,5,High,59,61,3,Yes,0
Male,8.05,83.61,Yes,3,Medium,86,55,1,Yes,1
Female,8.82,87.27,No,2,Medium,94,84,0,Yes,1
Female,9.06,97.37,Yes,4,High,49,71,2,Yes,1
Female,6.23,91.21,Yes,5,Low,90,79,1,Yes,1
Female,9.36,85.75,No,1,Medium,89,65,1,Yes,0
Female,8.32,64.67,Yes,1,Medium,97,70,0,No,1
Female,9.29,74.95,No,1,High,83,83,1,Yes,1
Male,7.59,65.55,Yes,4,Medium,73,58,3,Yes,0
Female,7.83,95.25,No,5,High,78,81,0,Yes,1
Male,9.45,89.98,No,2,Low,50,93,2,Yes,0
Male,9.37,90.3,Yes,2,High,86,73,0,Yes,1
Female,7.43,86.09,No,4,Medium,51,86,3,Yes,0
Female,6.68,80.28,Yes,5,Medium,49,88,1,Yes,1
Male,7.19,66.0,Yes,3,Medium,52,99,0,Yes,1
Female,7.17,73.19,No,3,Medium,93,45,3,Yes,0
Female,6.73,65.48,No,5,Low,73,99,3,Yes,0
Male,6.65,89.0,Yes,5,Low,95,74,3,Yes,0
Male,9.2,66.41,Yes,2,Low,69,50,0,Yes,1
Male,5.8,88.08,No,4,High,54,99,0,No,1
Female,8.41,87.69,Yes,4,High,93,76,0,Yes,1
Male,6.24,78.37,No,2,High,47,61,2,Yes,0
Female,6.98,65.41,No,1,High,77,52,3,No,0
Male,5.76,72.59,Yes,3,Low,75,55,0,Yes,0
Male,6.66,72.8,Yes,5,Medium,79,65,0,No,0
Male,8.8,88.02,Yes,3,High,91,61,1,Yes,1
Female,9.31,64.55,No,3,High,61,99,1,Yes,1
Female,6.45,93.16,No,4,Low,44,81,0,Yes,0
Male,7.49,90.44,Yes,2,Medium,71,52,0,Yes,0
Male,7.52,67.45,Yes,1,Low,59,62,2,No,0
Male,9.26,88.77,No,1,Low,62,71,1,Yes,0
Female,8.78,86.74,Yes,2,Medium,79,62,2,Yes,0
Male,7.71,89.92,No,3,High,85,82,0,No,1
Female,8.38,67.56,Yes,2,Medium,93,71,2,Yes,0
Male,9.14,66.3,No,2,Medium,88,87,3,No,0
Male,5.54,69.46,No,5,Medium,94,77,2,Yes,0
Male,7.23,74.63,Yes,5,High,91,67,1,Yes,1
Male,9.4,91.75,No,3,Low,41,72,1,Yes,0
Male,8.68,89.52,Yes,4,Medium,58,79,1,No,1
Male,7.83,97.02,Yes,1,Low,65,65,1,No,1
Female,7.78,62.35,Yes,5,Medium,75,69,0,Yes,1
Male,7.0,60.46,No,3,Low,53,91,1,Yes,0
Female,7.74,87.97,No,2,High,46,56,0,Yes,1
Male,8.32,71.17,No,5,Low,96,81,3,No,0
Male,7.3,73.36,No,2,Low,55,68,1,No,0
Female,8.57,81.87,Yes,2,Medium,49,41,3,Yes,0
Male,9.2,64.1,Yes,5,Medium,82,90,3,Yes,1
Female,6.17,85.71,Yes,3,High,61,77,0,No,1
Female,7.44,73.01,No,1,Low,65,73,2,Yes,0
